@RELATION touch 

@ATTRIBUTE pressure		REAL
@ATTRIBUTE size		 	REAL
@ATTRIBUTE touchmajor	REAL
@ATTRIBUTE touchminor	REAL
@ATTRIBUTE duration		REAL
@ATTRIBUTE flytime		REAL
@ATTRIBUTE shake		REAL
@ATTRIBUTE orientation	INTEGER
@ATTRIBUTE type 		INTEGER
@ATTRIBUTE class 	{e6c172ca6be05a41,Others}

@DATA
0.4128852,0.02745098,7.0,7.0,98,0,22.332079,1,2,e6c172ca6be05a41
0.47941178,0.02647059,6.75,6.75,54,110,43.765175,1,2,e6c172ca6be05a41
0.49647063,0.030588236,7.8,7.8,90,646,75.65135,1,2,e6c172ca6be05a41
0.3383754,0.028011205,7.142857,7.142857,81,138,34.275703,1,2,e6c172ca6be05a41
0.4405229,0.030065363,7.6666665,7.6666665,73,100,7.608636,1,2,e6c172ca6be05a41
0.49738565,0.043137256,11.0,11.0,153,911,80.087585,1,2,e6c172ca6be05a41
0.3837535,0.03137255,8.0,8.0,72,92,73.320755,1,2,e6c172ca6be05a41
0.45620918,0.030065363,7.6666665,7.6666665,27,273,78.28841,1,2,e6c172ca6be05a41
0.4967321,0.026143795,6.6666665,6.6666665,80,0,48.547737,1,1,e6c172ca6be05a41
0.3875817,0.025490196,6.5,6.5,80,303,37.86729,1,1,e6c172ca6be05a41
0.46568632,0.025490198,6.5,6.5,64,164,17.137806,1,1,e6c172ca6be05a41
0.49542487,0.023529412,6.0,6.0,63,82,13.892691,1,1,e6c172ca6be05a41
0.4960785,0.025490198,6.5,6.5,62,1785,34.954334,1,1,e6c172ca6be05a41
0.4967321,0.028758174,7.3333335,7.3333335,62,784,32.371502,1,1,e6c172ca6be05a41
0.49705887,0.03137255,8.0,8.0,61,339,80.48859,1,1,e6c172ca6be05a41
0.38039216,0.026666667,6.8,6.8,53,975,3.7252903E-5,1,1,e6c172ca6be05a41
0.38186276,0.023529412,6.0,6.0,98,475,111.5266,1,1,e6c172ca6be05a41
0.46143794,0.024836605,6.3333335,6.3333335,58,80,24.997347,1,1,e6c172ca6be05a41
0.49803925,0.03137255,8.0,8.0,72,0,5.7686543,1,1,e6c172ca6be05a41
0.49725494,0.03137255,8.0,8.0,89,302,36.774914,1,1,e6c172ca6be05a41
0.4960785,0.03137255,8.0,8.0,71,284,93.30597,1,1,e6c172ca6be05a41
0.41307196,0.026143791,6.6666665,6.6666665,67,88,62.141136,1,1,e6c172ca6be05a41
0.43137258,0.026666667,6.8,6.8,89,1166,4.9033165,1,1,e6c172ca6be05a41
0.4813726,0.029411767,7.5,7.5,71,766,66.02495,1,1,e6c172ca6be05a41
0.49607846,0.033333335,8.5,8.5,63,365,84.8143,1,1,e6c172ca6be05a41
0.3803922,0.026797386,6.8333335,6.8333335,71,711,95.153656,1,1,e6c172ca6be05a41
0.45568627,0.025882354,6.6,6.6,71,111,50.667763,1,1,e6c172ca6be05a41
0.45098042,0.026143795,6.6666665,6.6666665,33,276,4.8547688,1,1,e6c172ca6be05a41
0.49607846,0.025490198,6.5,6.5,80,0,3.8838623,1,1,e6c172ca6be05a41
0.49607846,0.023529414,6.0,6.0,40,278,1.8858451,1,1,e6c172ca6be05a41
0.49725494,0.032941177,8.4,8.4,81,1049,21.360983,1,1,e6c172ca6be05a41
0.4960785,0.030392159,7.75,7.75,71,783,93.259346,1,1,e6c172ca6be05a41
0.34980392,0.024705883,6.3,6.3,144,820,7.7677245,1,1,e6c172ca6be05a41
0.4682353,0.026666667,6.8,6.8,99,1048,70.45556,1,1,e6c172ca6be05a41
0.3994398,0.02745098,7.0,7.0,78,240,124.28232,1,1,e6c172ca6be05a41
0.47686276,0.029803922,7.6,7.6,83,1275,129.79391,1,1,e6c172ca6be05a41
0.49542487,0.03267974,8.333333,8.333333,71,920,118.49698,1,1,e6c172ca6be05a41
0.4967321,0.030065363,7.6666665,7.6666665,108,419,38.409393,1,1,e6c172ca6be05a41
0.4967321,0.028758174,7.3333335,7.3333335,42,76,142.385,1,1,e6c172ca6be05a41
0.49607846,0.029411767,7.5,7.5,80,0,85.099045,1,1,e6c172ca6be05a41
0.43921575,0.02745098,7.0,7.0,125,167,21.889893,1,1,e6c172ca6be05a41
0.46862748,0.027450982,7.0,7.0,44,384,9.889042,1,1,e6c172ca6be05a41
0.45751634,0.022222223,5.6666665,5.6666665,53,119,24.962296,1,1,e6c172ca6be05a41
0.48470592,0.027450982,7.0,7.0,145,1148,4.086057,1,1,e6c172ca6be05a41
0.40504202,0.02745098,7.0,7.0,90,46,42.72201,1,1,e6c172ca6be05a41
0.4666667,0.024836602,6.3333335,6.3333335,50,241,35.140514,1,1,e6c172ca6be05a41
0.4967321,0.03267974,8.333333,8.333333,71,0,32.688858,1,1,e6c172ca6be05a41
0.49542487,0.040522877,10.333333,10.333333,91,173,69.22334,1,1,e6c172ca6be05a41
0.40588236,0.030718954,7.8333335,7.8333335,82,1093,51.484863,1,1,e6c172ca6be05a41
0.4752941,0.027450982,7.0,7.0,90,1110,20.465975,1,1,e6c172ca6be05a41
0.47745103,0.025490198,6.5,6.5,44,429,5.7686543,1,1,e6c172ca6be05a41
0.4928105,0.03006536,7.6666665,7.6666665,136,1102,44.129967,1,1,e6c172ca6be05a41
0.36830068,0.030392157,7.75,7.75,181,219,61.170277,1,1,e6c172ca6be05a41
0.45751634,0.03137255,8.0,8.0,71,994,93.3593,1,1,e6c172ca6be05a41
0.4960785,0.03137255,8.0,8.0,71,292,0.97100097,1,1,e6c172ca6be05a41
0.36535951,0.026143791,6.6666665,6.6666665,80,338,67.96686,1,1,e6c172ca6be05a41
0.4967321,0.028758174,7.3333335,7.3333335,71,0,25.66226,1,1,e6c172ca6be05a41
0.49542487,0.024836605,6.3333335,6.3333335,44,129,10.08163,1,1,e6c172ca6be05a41
0.4843138,0.02647059,6.75,6.75,98,1385,97.095566,1,1,e6c172ca6be05a41
0.49215692,0.030392159,7.75,7.75,71,320,14.009476,1,1,e6c172ca6be05a41
0.4967321,0.043137256,11.0,11.0,108,984,15.5352125,1,1,e6c172ca6be05a41
0.4960785,0.03529412,9.0,9.0,62,1048,10.3724,1,1,e6c172ca6be05a41
0.31633985,0.02570806,6.5555553,6.5555553,116,147,35.660442,1,1,e6c172ca6be05a41
0.45098042,0.024509806,6.25,6.25,81,93,23.128895,1,1,e6c172ca6be05a41
0.49607846,0.027450982,7.0,7.0,44,0,6.081596,1,1,e6c172ca6be05a41
0.39803925,0.025,6.375,6.375,108,201,9.806593,1,1,e6c172ca6be05a41
0.28300655,0.01895425,4.8333335,4.8333335,72,211,34.954334,1,1,e6c172ca6be05a41
0.23725493,0.020261439,5.1666665,5.1666665,71,902,2.9128613,1,1,e6c172ca6be05a41
0.41045752,0.024836605,6.3333335,6.3333335,62,302,99.03743,1,1,e6c172ca6be05a41
0.3991286,0.02745098,7.0,7.0,108,1229,138.61322,1,1,e6c172ca6be05a41
0.44901964,0.025490198,6.5,6.5,82,237,5.7126484,1,1,e6c172ca6be05a41
0.49725494,0.026666667,6.8,6.8,70,1293,101.91221,1,1,e6c172ca6be05a41
0.49542487,0.028758174,7.3333335,7.3333335,80,1139,15.53526,1,1,e6c172ca6be05a41
0.49542487,0.028758174,7.3333335,7.3333335,115,122,5.7686543,1,1,e6c172ca6be05a41
0.49542487,0.027450984,7.0,7.0,54,92,42.72201,1,1,e6c172ca6be05a41
0.49607846,0.027450982,7.0,7.0,53,0,0.81725913,1,1,e6c172ca6be05a41
0.42196077,0.023529414,6.0,6.0,54,228,41.76908,1,1,e6c172ca6be05a41
0.47450984,0.03137255,8.0,8.0,71,848,21.360983,1,1,e6c172ca6be05a41
0.31307194,0.024183007,6.1666665,6.1666665,62,119,46.653008,1,1,e6c172ca6be05a41
0.42483664,0.030065363,7.6666665,7.6666665,34,139,88.177444,1,1,e6c172ca6be05a41
0.49542487,0.026143795,6.6666665,6.6666665,54,957,98.06657,1,1,e6c172ca6be05a41
0.3669468,0.025210084,6.428571,6.428571,71,364,30.099615,1,1,e6c172ca6be05a41
0.46078432,0.028431375,7.25,7.25,73,583,9.429455,1,1,e6c172ca6be05a41
0.49705887,0.027450982,7.0,7.0,61,0,23.302937,1,1,e6c172ca6be05a41
0.34117648,0.025490196,6.5,6.5,70,185,70.87977,1,1,e6c172ca6be05a41
0.4366013,0.03398693,8.666667,8.666667,62,147,3.5987644,1,1,e6c172ca6be05a41
0.37703085,0.029691877,7.571429,7.571429,89,993,95.21017,1,1,e6c172ca6be05a41
0.47581705,0.03006536,7.6666665,7.6666665,99,711,26.594301,1,1,e6c172ca6be05a41
0.49542487,0.030065363,7.6666665,7.6666665,70,331,14.264194,1,1,e6c172ca6be05a41
0.29635856,0.025210084,6.428571,6.428571,81,601,113.361336,1,1,e6c172ca6be05a41
0.45254904,0.030588236,7.8,7.8,64,383,90.71143,1,1,e6c172ca6be05a41
0.49607846,0.033333335,8.5,8.5,62,827,22.630692,1,1,e6c172ca6be05a41
0.49607846,0.033333335,8.5,8.5,72,0,8.73849,1,1,e6c172ca6be05a41
0.49647063,0.034509804,8.8,8.8,127,155,19.419123,1,1,e6c172ca6be05a41
0.49542487,0.03267974,8.333333,8.333333,81,18,7.7677245,1,1,e6c172ca6be05a41
0.49542487,0.028758174,7.3333335,7.3333335,53,220,89.00153,1,1,e6c172ca6be05a41
0.4901961,0.028431375,7.25,7.25,80,1730,146.6143,1,1,e6c172ca6be05a41
0.4928105,0.024836605,6.3333335,6.3333335,44,303,35.925335,1,1,e6c172ca6be05a41
0.49542487,0.024836605,6.3333335,6.3333335,134,1511,68.93781,1,1,e6c172ca6be05a41
